"ROCK.NAME","LA.PPM.","CE.PPM.","PR.PPM.","ND.PPM.","SM.PPM.","EU.PPM.","GD.PPM.","TB.PPM.","DY.PPM.","HO.PPM.","ER.PPM.","TM.PPM.","YB.PPM.","LU.PPM.","AVERAGE_LAT","AVERAGE_LON"
"ORTHOPYROXENITE [23305]",0.282,1.106,0.132,0.488,0.126,0.038,0.135,0.03,0.266,0.05865,0.196,0.038,0.275,0.048,0.75,10.25
"ORTHOPYROXENITE [23812]",0.47,1.05,0.13,0.59,0.16,0.06,0.19,0.03,0.22,0.05,0.16,0.02,0.17,0.03,68,33
"ORTHOPYROXENITE [24795]",31.4,68,7.47,26.1,5.48,0.7288447447122,5.61106025989231,0.983559756172223,6.51,1.35,3.49,0.501,2.85,0.43,36.5,93
"ORTHOPYROXENITE [26521]",2.601,4.963,0.718,3.344,0.877,0.272,1.012,0.169,1.181,0.258,0.741,0.121,0.78,0.121,-24.8446,30.0282
"ORTHOPYROXENITE [26063]",1.3,2.87,0.38,1.6,0.37,0.12,0.43,0.08,0.52,0.12,0.36,0.06,0.41,0.07,36.5,93
"ORTHOPYROXENITE [14422]",0.72,2.16,0.36,1.88,0.56,0.17,0.63,0.1,0.65,0.14,0.41,0.055,0.42,0.065,-22,47
"ORTHOPYROXENITE [25575]",7.87,15.27,1.83,7.37,1.63,0.45,1.55,0.23,1.29,0.24,0.62,0.08,0.62,0.08,31,117
"ORTHOPYROXENITE [23305]",2.093,3.076,0.37,1.34,0.292,0.102,0.326,0.059,0.454,0.0943,0.313,0.053,0.361,0.061,0.75,10.25
"ORTHOPYROXENITE [23305]",3.11309364073427,6.87744558521561,0.778205398696866,2.79648244958925,0.57420583898555,0.212053744493392,0.610009317621266,0.108237947122862,0.692728938661237,0.142838544891641,0.451036734693878,0.0760169491525424,0.477863039399625,0.0827095808383234,0.75,10.25
"ORTHOPYROXENITE [26063]",1.2,2.95,0.41,1.9,0.53,0.15,0.54,0.1,0.65,0.14,0.42,0.06,0.43,0.07,36.5,93
"ORTHOPYROXENITE [26063]",1.8,3.91,0.5,2.1,0.53,0.16,0.53,0.1,0.62,0.13,0.39,0.06,0.41,0.06,36.5,93
"ORTHOPYROXENITE [20886]",1.72,1.943,0.369,1.726,0.484,0.138,0.541,0.101,0.6542,0.136,0.371,0.048,0.293,0.0488,30.5011,116.305
"ORTHOPYROXENITE [26063]",1.2,2.29,0.26,1,0.24,0.05,0.25,0.05,0.35,0.08,0.25,0.04,0.29,0.05,36.5,93
"ORTHOPYROXENITE [22462]",1.74,3.51,0.44,1.79,0.4,0.21,0.4,0.07,0.48,0.1,0.32,0.06,0.38,0.05,66,25
"ORTHOPYROXENITE [23305]",3.814992423434,9.16456,1.0946477967192,3.88922754946727,0.845132705739447,0.281718297101449,0.867659621191326,0.153,1.01509459459459,0.204534664536741,0.654694394213382,0.105254237288136,0.655520309477756,0.112068965517241,0.75,10.25
"ORTHOPYROXENITE [23852]",3.54,8.66,1.03,3.99,1.03,0.17815051511549,1.06689858593444,0.163,1.12,0.202,0.698,0.105,0.557,0.114,36.5,93
"ORTHOPYROXENITE [9548]",0.03,0.02,0,0.02,0.02,0.01,0.02,0,0.05,0.01,0.04,0,0.05,0.01,-8.45,159.6
"ORTHOPYROXENITE [24614]",0.17,0.442,0.067,0.319,0.098,0.037,0.13,0.021,0.141,0.032,0.106,0.016,0.128,0.024,-72.9227,165.8043
"ORTHOPYROXENITE [14422]",0.4,0.91,0.14,0.72,0.22,0.06,0.32,0.06,0.39,0.093,0.33,0.053,0.42,0.067,-22,47
"ORTHOPYROXENITE [23305]",2.57428058242109,3.88303719180944,0.4633531269741,1.72309035687168,0.383873697118332,0.127189873417722,0.436148514851485,0.0786206896551724,0.544109702457956,0.113951577287066,0.36135497049478,0.0611773255813954,0.419948196114709,0.066,0.75,10.25
"ORTHOPYROXENITE [20886]",0.801,1.573,0.182,0.7034,0.1451,0.04,0.159,0.024,0.133,0.023,0.058,0.008,0.05,0.008,30.5011,116.305
"ORTHOPYROXENITE [23305]",1.65823454605772,3.46867132867133,0.415570621468927,1.48749066467513,0.311864598866686,0.102163357400722,0.353737496546007,0.0621084905660377,0.473277691911386,0.096571114599686,0.322784075573549,0.0555172413793103,0.372917549516352,0.062,0.75,10.25
"ORTHOPYROXENITE [26481]",3.652,6.9425,1.065,4.73225,0.995,0.3115,1.05166666666667,0.177,1.09366666666667,0.229,0.692666666666667,0.092,0.668333333333333,0.099,65.90115,33.78265
"ORTHOPYROXENITE [24795]",3.48,7.08,0.836,3.24,0.717,0.172,0.734,0.125,0.801,0.175,0.516,0.0848,0.575,0.0919,36.5,93
"ORTHOPYROXENITE [28938]",2.183631,3.540892,0.338455,1.377257,0.29393,0.124653,0.35014,0.062528,0.430335,0.10061625,0.357907,0.058753,0.39321765,0.063671,-6,-50
"ORTHOPYROXENITE, OLIVINE-HORNBLENDE [25967]",1.63042895404473,3.55909421060033,0.464854155558671,1.92007257887702,0.503616957674857,0.196792275867457,0.581898764872806,0.126018103258262,0.88155915340809,0.201589421132758,0.583539029920132,0.0936601817444994,0.647071417158351,0.110197004279981,64.9105,-51.19425
"ORTHOPYROXENITE, OLIVINE [22462]",1.18,2.6,0.33,1.38,0.34,0.06,0.32,0.06,0.43,0.08,0.28,0.05,0.28,0.05,66,25
"ORTHOPYROXENITE, OLIVINE [23852]",1.82,4.17,0.536,2.25,0.581,0.212517081935806,0.6148450271517,0.116,0.688,0.148,0.389,0.0504,0.339,0.0729,36.5,93
"ORTHOPYROXENITE, OLIVINE [25470]",11.734,23.137,2.616,9.602,2.158,0.612,2.393,0.391,2.444,0.516,1.598,0.255,1.591,0.232,22.5671,85.8928333333333
"ORTHOPYROXENITE, OLIVINE [22462]",1.76,3.43,0.46,1.86,0.38,0.13,0.47,0.07,0.49,0.09,0.29,0.05,0.3,0.05,66,25
"ORTHOPYROXENITE [20886]",12.283,25.241,3.032,11.05,2.3062,0.682,3.247,0.746,5.5504,1.24,3.523,0.559,3.859,0.62,30.5011,116.305
"ORTHOPYROXENITE [24795]",7.43,15.6,1.83,7.22,1.69,0.348,1.82,0.303,1.83,0.376,1.06,0.166,1.05,0.153,36.5,93
"ORTHOPYROXENITE [23852]",2.91,7.95,1.02,4.28,0.977,0.185249451801514,0.955295728434636,0.187,1.31,0.262,0.789,0.112,0.616,0.116,36.5,93
"ORTHOPYROXENITE [25575]",2.64,7.12,1.26,7.03,2.8,0.88,3.34,0.47,2.38,0.4,1.07,0.15,0.94,0.13,31,117
"ORTHOPYROXENITE [27105]",0.539633383622368,1.70112743316697,0.267892661533044,1.23969067800528,0.392141427146371,0.135492747416722,0.596957776224142,0.122186865052366,0.934512655273167,0.213537723758766,0.647988317561165,0.106750561845507,0.707168179047122,0.119185800284551,65.0001,-51.7529
"ORTHOPYROXENITE, GARNET, XENOLITH [20421]",0.743689320388349,1.44563106796117,0.145631067961165,0.506796116504854,0.107766990291262,0.0398058252427185,0.192233009708738,0.0398058252427185,0.319417475728155,0.0766990291262136,0.25631067961165,0.0407766990291262,0.287378640776699,0.0466019417475728,48.3403,15.6611
"ORTHOPYROXENITE, XENOLITH [23355]",0.889,2.387,0.34,1.714,0.521,0.129,0.498,0.086,0.483,0.107,0.283,0.043,0.289,0.046,56.65,161.4
"ORTHOPYROXENITE [23305]",1.59183340549903,3.22262763268745,0.382538363171355,1.45153757668712,0.320406015037594,0.0873976234003656,0.422763473889975,0.0718853503184713,0.491108115115375,0.102824375,0.344888536474853,0.0611773255813954,0.392928739971685,0.0665902140672783,0.75,10.25
"ORTHOPYROXENITE [24795]",3.76,9.49,1.33,5.95,1.55,0.381,1.67,0.28,1.66,0.335,0.908,0.134,0.832,0.119,36.5,93
"ORTHOPYROXENITE [24048]",0.6,1,0.1,0.4,0.18,0,0.12,0.01,0.23,0.06,0.18,0.05,0.41,0.07,-6,-50
"ORTHOPYROXENITE [9548]",0.01,0.01,0,0.03,0.02,0.01,0.06,0,0.12,0.03,0.11,0.02,0.13,0.02,-8.45,159.6
"ORTHOPYROXENITE, XENOLITH [24157]",0.44,1.08,0.13,0.46,0.12,0.05,0.18,0.03,0.23,0.05,0.16,0.02,0.18,0.03,40.1382,114.1468
"ORTHOPYROXENITE [24614]",0.076,0.157,0.02,0.088,0.022,0.007,0.025,0.007,0.036,0.009,0.031,0.007,0.045,0.009,-72.947,165.8216
"ORTHOPYROXENITE, HORNBLENDE [25967]",1.88230069213127,3.53681976157016,0.422222790234673,1.78326485010732,0.498579208512671,0.16774799266532,0.710632170757857,0.152061100341614,1.06245391480045,0.260934148671538,0.781316438338528,0.115361677726533,0.712760739080584,0.118542586452137,64.9,-51.2
"ORTHOPYROXENITE [23305]",4.9938789781338,11.3722240943555,1.2996368286445,4.50144171779141,0.87741954887218,0.158722120658135,0.890715442613795,0.142772292993631,0.894623800881514,0.17100140625,0.552414589941097,0.0902616279069767,0.578533270410571,0.0974006116207951,0.75,10.25
"ORTHOPYROXENITE [20886]",0.742,1.709,0.165,0.532,0.119,0.037,0.194,0.0441,0.279,0.0533,0.148,0.0225,0.145,0.023,30.5011,116.305
"ORTHOPYROXENITE [28938]",0.595651,1.387322,0.164604,0.698631,0.181615,0.044137,0.215334,0.046331,0.37506,0.09132585,0.357774,0.062442,0.421796,0.074026,-6,-50
"ORTHOPYROXENITE [20886]",0.201,0.536,0.054,0.2,0.0633,0.025,0.115,0.0259,0.188,0.042,0.117,0.017,0.108,0.016,30.5011,116.305
"ORTHOPYROXENITE [24795]",2.67,5.98,0.778,3.36,0.841,0.292,0.936,0.164,1.04,0.225,0.66,0.106,0.686,0.107,36.5,93
"ORTHOPYROXENITE [27105]",0.653469855495583,1.09735684349674,0.106095220617619,0.357171661555265,0.0759537381969034,0.0364891533489628,0.0952731110593431,0.0181161183125487,0.152719509696651,0.0418957786917421,0.148562139788177,0.0291921154265045,0.232351269409007,0.0463942012193217,64.99903,-51.76323
"LHERZOLITE, XENOLITH [13760]",1.29,3.21,0.42,1.87,0.436,0.16,0.526,0.084,0.527,0.112,0.315,0.043,0.297,0.044,36.55,118.75
"ORTHOPYROXENITE, TREMOLITE [25967]",1.23446242052278,2.84434309806441,0.385636591213487,1.61407521117502,0.44026267958058,0.180250821161341,0.478570283745189,0.0897046466885917,0.572719426965171,0.11362893506126,0.32153831892992,0.0454880875891908,0.262516526011737,0.0451827831520382,64.9052833333333,-51.20035
"ORTHOPYROXENITE, OLIVINE [22462]",0.87,1.79,0.21,0.94,0.23,0.07,0.22,0.04,0.27,0.05,0.17,0.03,0.17,0.03,66,25
"ORTHOPYROXENITE, OLIVINE [25470]",8.297,16.449,1.934,7.237,1.691,0.512,1.885,0.328,2.009,0.428,1.324,0.217,1.293,0.191,22.5678333333333,85.9013166666667
"ORTHOPYROXENITE [25575]",0.76436622133393,1.2761582577733,0.169149784670383,0.706686417828673,0.32631784495904,0.172298474111719,1.10990386454218,0.28315179163414,1.90581304183677,0.381458076673145,1.03575048868966,0.144676819647893,0.974127779957635,0.144500686796667,31,117
"ORTHOPYROXENITE [24795]",10.9,23,3.08,13.7,3.61,0.75,3.7,0.606,3.58,0.699,1.87,0.271,1.58,0.223,36.5,93
"ORTHOPYROXENITE [23305]",2.47872392314189,4.70459749243407,0.549249836065574,2.04123918174666,0.445640510948905,0.189375706214689,0.489348390739695,0.0963834951456311,0.673905670376259,0.138704006410256,0.468661395348837,0.0794606413994169,0.533,0.0870716510903427,0.75,10.25
"ORTHOPYROXENITE [26063]",2.4,4.47,0.48,1.8,0.35,0.09,0.37,0.07,0.45,0.11,0.32,0.05,0.37,0.06,36.5,93
"ORTHOPYROXENITE, PLAGIOCLASE [23812]",1.52,3.3,0.41,1.71,0.39,0.13,0.46,0.07,0.51,0.12,0.37,0.06,0.42,0.07,68,33
"ORTHOPYROXENITE, OLIVINE [22462]",0.54,1.01,0.13,0.56,0.12,0.05,0.12,0.02,0.13,0.03,0.1,0.02,0.14,0.02,66,25
"ORTHOPYROXENITE [9548]",0,0,0,0,0,0,0.01,0,0.03,0.01,0.03,0.01,0.06,0.01,-8.45,159.6
"ORTHOPYROXENITE [25575]",42.32,75.77,7.9,28.08,4.1,0.87,3.05,0.52,3.31,0.69,1.87,0.29,1.85,0.26,31,117
"ORTHOPYROXENITE [26063]",2.3,4.19,0.45,1.7,0.36,0.09,0.33,0.06,0.41,0.1,0.31,0.05,0.34,0.06,36.5,93
"ORTHOPYROXENITE [25350]",7.6,16,1.74,6.7,1.41,0.47,1.49,0.22,1.45,0.3,0.92,0.14,0.88,0.15,51.7611,-86.7307
"ORTHOPYROXENITE [23305]",4.54161696248273,9.11635269536147,1.06806822488945,3.97013287775247,0.86220846106683,0.288164556962025,0.93262596259626,0.159206896551724,1.01259404915912,0.197440851735016,0.628658647299138,0.103299418604651,0.626051803885291,0.1,0.75,10.25
"ORTHOPYROXENITE [20886]",0.505,1.645,0.225,1.145,0.409,0.147,0.71,0.168,1.221,0.272,0.80446,0.1303,0.892,0.141,30.5011,116.305
"ORTHOPYROXENITE [27105]",7.33809506228951,18.74084214527,2.76263875294013,11.7446369409868,2.57565460862492,0.536125072951144,2.17730795061503,0.356637178668756,2.19089398488997,0.451541025949509,1.27982690582982,0.188469394767503,1.17874887331895,0.192533490216049,65.00006,-51.75303
"ORTHOPYROXENITE, PLAGIOCLASE [23812]",0.8,1.8,0.23,1.03,0.26,0.12,0.35,0.06,0.4,0.09,0.39,0.04,0.32,0.05,68,33
"ORTHOPYROXENITE, XENOLITH [20354]",0.81,1.06,0.2,0.93,0.3,0.15,0.3,0.04,0.24,0.04,0.12,0.02,0.15,0.02,40.5,114.5
"ORTHOPYROXENITE [24106]",1.2,3.45,0.49,2.39,0.76,0.35,0.96,0.19,1.18,0.24,0.71,0.1,0.61,0.1,7,-6
"ORTHOPYROXENITE [23852]",3.94,9.83,1.12,4.91,1.23,0.228898613023821,1.19855305602215,0.213,1.21,0.264,0.811,0.125,0.781,0.127,36.5,93
"ORTHOPYROXENITE [27105]",0.170981728434285,0.626639759909416,0.117242888252292,0.675752479978378,0.216169321890715,0.0838714822971078,0.338629039722053,0.0775103193519308,0.554459524536895,0.132383847120935,0.402614329486328,0.0631463255467707,0.423155588481548,0.0701814473697616,65.00132,-51.76256
"ORTHOPYROXENITE, PLAGIOCLASE [28938]",4.2,9.1,0.85,2.8,0.63,0.25,0.48,0.09,0.56,0.11,0.39,0.07,0.49,0.07,-6,-50
"ORTHOPYROXENITE [24795]",13.6,29.2,3.13,10.7,3.37,0.277391919824038,4.02685867567246,0.896519069785301,6.38,1.37,3.65,0.668,3.65,0.549,36.5,93
"ORTHOPYROXENITE [27105]",1.00831978433082,2.71890108135116,0.453928449548457,2.15633139395495,0.681306530864187,0.223359066480588,1.08844940442658,0.236486772425096,1.73576081238046,0.396409758722978,1.119098939566,0.182281483205476,1.19189684010232,0.18872556799043,64.99815,-51.75637
"ORTHOPYROXENITE [23305]",3.16401071155318,6.39655660765747,0.760230215827338,2.71908308383234,0.582301897983393,0.210551477170994,0.665629794330184,0.115264659270998,0.776144689584402,0.1587071875,0.5247217630854,0.089,0.554779086198775,0.098,0.75,10.25
"ORTHOPYROXENITE [24795]",1.65,3.72,0.518,2.39,0.698,0.334,0.832,0.147,0.929,0.203,0.584,0.0908,0.574,0.0889,36.5,93
"ORTHOPYROXENITE [23812]",0.52,1.3,0.18,0.87,0.24,0.08,0.32,0.05,0.37,0.08,0.27,0.04,0.29,0.05,68,33
"ORTHOPYROXENITE [24795]",2.06,4.22,0.545,2.34,0.625,0.473,0.72,0.125,0.768,0.161,0.447,0.0653,0.41,0.0596,36.5,93
"ORTHOPYROXENITE [23812]",0.48,1.09,0.14,0.63,0.17,0.07,0.22,0.04,0.27,0.06,0.2,0.03,0.21,0.04,68,33
"ORTHOPYROXENITE, OLIVINE [22462]",1.51,2.84,0.34,1.39,0.32,0.09,0.28,0.05,0.32,0.07,0.18,0.03,0.24,0.03,66,25
"ORTHOPYROXENITE [24614]",0.209,0.449,0.056,0.246,0.075,0.036,0.115,0.023,0.166,0.038,0.133,0.02,0.161,0.028,-72.9414,165.7809
"ORTHOPYROXENITE [26063]",1.1,2.58,0.36,1.7,0.5,0.14,0.56,0.1,0.67,0.14,0.44,0.07,0.45,0.07,36.5,93
"ORTHOPYROXENITE [9548]",0,0,0,0.02,0.02,0.01,0.05,0,0.08,0.02,0.08,0.01,0.09,0.02,-8.45,159.6
"ORTHOPYROXENITE [24795]",1.42,3.53,0.397,1.33,0.368,0.029878905852391,0.404168434897171,0.0739845834288841,0.492,0.117,0.371,0.0417,0.322,0.0464,36.5,93
"ORTHOPYROXENITE [24795]",3.59,6.76,0.752,2.79,0.577,0.198,0.62,0.107,0.688,0.155,0.472,0.078,0.533,0.0867,36.5,93
"ORTHOPYROXENITE [27105]",0.239560190690831,1.04305296044411,0.213043121036279,1.23884818905425,0.447275773499696,0.140248652965522,0.766599576402771,0.171966954629475,1.33272998042576,0.309761543886764,0.921068823323026,0.144534183187429,0.98060751080056,0.159213894607856,65.00281,-51.74396
"ORTHOPYROXENITE, PLAGIOCLASE [23812]",1.14,2.55,0.31,1.34,0.33,0.12,0.41,0.07,0.49,0.11,0.37,0.06,0.42,0.07,68,33
"ORTHOPYROXENITE [23305]",4.91636436458108,9.13061246840775,1.0989283887468,4.22355061349693,0.988822255639098,0.256165447897623,1.07548617704552,0.192692675159236,1.23613585688359,0.25370796875,0.782669687358405,0.131380813953488,0.821398773006135,0.132186544342508,0.75,10.25
"ORTHOPYROXENITE, OLIVINE [22462]",1.72,3.62,0.45,1.88,0.42,0.15,0.44,0.07,0.46,0.09,0.28,0.05,0.27,0.05,66,25
"ORTHOPYROXENITE [25575]",0.16,0.28,0.03,0.16,0.09,0.06,0.4,0.1,0.79,0.16,0.43,0.06,0.41,0.06,31,117
"ORTHOPYROXENITE [23305]",1.36079391891892,1.81362386511025,0.218069508196721,0.803756884343037,0.181446472019465,0.0910659133709981,0.220308300395257,0.0415970873786408,0.364110227874934,0.0745104166666667,0.269835348837209,0.0472740524781341,0.32,0.0566978193146417,0.75,10.25
"ORTHOPYROXENITE [23305]",1.97921882172915,4.2377916838205,0.514273381294964,1.90345434131737,0.414124555160142,0.148566696508505,0.494724847137299,0.0854548335974643,0.605723961005644,0.1229421875,0.409563360881543,0.069,0.471020254357042,0.077,0.75,10.25
"ORTHOPYROXENITE [26063]",1.4,2.98,0.38,1.7,0.43,0.11,0.42,0.07,0.53,0.12,0.39,0.06,0.44,0.07,36.5,93
"ORTHOPYROXENITE, PLAGIOCLASE [23812]",2.18,4.71,0.57,2.33,0.53,0.14,0.61,0.1,0.68,0.16,0.52,0.08,0.61,0.1,68,33
"ORTHOPYROXENITE [20886]",0.131,0.28,0.028,0.1062,0.0249,0.0115,0.0345,0.0042,0.0235,0.005,0.0129,0.0014,0.0108,0.002,30.5011,116.305
"PANTELLERITIC RHYOLITE [18206]",83,166.7,19.05,70.28,14.07,2.094,12.58,2.1,12.74,2.565,7.341,1.119,7.672,1.173,8.35,39.18
"PANTELLERITIC RHYOLITE [22611]",174.5,324.9,36.85,132.1,26.38,4.13,24.54,4.22,24.57,4.68,14.36,2.06,13.46,1.94,36.82456,11.98522
"PANTELLERITIC RHYOLITE [17345]",108.8,205,26.8,83.3,14.5,1.6,13.74,2.24,13.14,2.74,7.99,1.35,8.59,1.39,50,108
"PANTELLERITIC RHYOLITE [21827]",242,492,56.1,210,39.4,3.69,34.4,5.9,35.3,7,19.8,2.92,19,2.84,7,40
"PANTELLERITIC RHYOLITE [18206]",129,264.7,30.66,114.8,23.45,2.971,20.68,3.486,21.3,4.196,11.81,1.805,12,1.794,8.35,39.18
"PANTELLERITIC RHYOLITE [17033]",41,101,12,49,10,1.3,10,2,13,2.7,9.2,1.3,9.1,1.3,43.1,101.085
"PANTELLERITIC RHYOLITE [18206]",96.03,205.6,22.05,80.58,16.14,2.237,14.5,2.412,14.58,2.948,8.398,1.262,8.519,1.291,8.35,39.18
"PANTELLERITIC RHYOLITE [15775]",96.52,197.4,24.41,93.3,20.58,1.516,20.04,3.467,21.98,4.526,13.24,2.037,13.8,2.092,38.67,42.2
"PANTELLERITIC RHYOLITE [17033]",70,171,21,88.4,19.29,2.2,18,3.4,21,4.8,14,2.2,15,2.2,43.1,101.085
"PANTELLERITIC RHYOLITE [18206]",112.1,216.5,25.55,96.36,19.23,2.578,17.64,2.919,17.83,3.528,10.09,1.475,9.669,1.449,8.35,39.18
"RHYOLITE [16964] / NOT GIVEN [24016] / PANTELLERITIC RHYOLITE [21950]",70.5202770612466,144.750123698142,17.9039821485419,65.2178790301003,12.709814159409,1.70116635966387,14.4146496142604,2.11058665805357,14.0578085866427,2.56979427522936,8.03851978438181,1.19197736643492,8.45961468698765,1.25479096919044,12.6609,40.4792
"PANTELLERITIC RHYOLITE [13004]",274,515,58.3,187,38.9,5.04,33.8,6.3,35.9,7.05,21.8,3.13,19.9,2.88,36.8039,11.9611
"PANTELLERITIC RHYOLITE [22611]",204.7,394.9,41.32,146.2,28.63,4.33,25.87,4.4,26.89,5.39,15.61,2.28,14.55,2.09,36.77479,11.97427
"PANTELLERITIC RHYOLITE [17033]",54,149,16,76.3,16.92,2.1,14,2.7,16,3.6,11,1.8,11,1.8,43.1,101.085
"PANTELLERITIC RHYOLITE [14082]",207,386,43.4,153,30.6,4.36,30,5.19,29.9,5.85,17.4,2.52,15.7,2.27,36.8,12
"PANTELLERITIC RHYOLITE [22611]",207.3,375.8,41.62,151.1,29.93,4.51,27.76,4.74,28.27,5.51,17.05,2.36,15,2.26,36.81986,11.99817
"PANTELLERITIC RHYOLITE [18206]",96.81,197.7,23.29,87.62,18.17,3.503,16.55,2.74,16.21,3.219,9.086,1.35,8.911,1.357,8.35,39.18
"PANTELLERITIC RHYOLITE [18206]",86.06,177.9,20.26,75.47,15.19,2.433,13.66,2.255,13.66,2.682,7.631,1.143,7.778,1.215,8.35,39.18
"PANTELLERITIC RHYOLITE [22885]",320,676,69.9,228,43.7,0.701,35.9,6.45,41.5,8.24,25.4,4.16,29.7,4.75,37.389,-116.6611
"PANTELLERITIC RHYOLITE [18206]",93.43,191.5,22.62,85.88,17.68,2.969,15.75,2.604,15.61,3.084,8.732,1.319,8.731,1.328,8.35,39.18
"PANTELLERITIC RHYOLITE [14188]",245,464,53,168,32.8,4.2,31.6,5.3,31,6.1,17.8,2.6,17.3,2.4,36.7486,11.9833
"PANTELLERITIC RHYOLITE [14082]",182,342,37.2,134,27.4,3.95,26.2,4.45,26,4.98,15,2.18,13.6,1.91,36.8,12
"PANTELLERITIC RHYOLITE [17033]",61,134,18,83.3,18.24,1.7,14,2.9,18,3.9,12,1.9,12,1.9,43.1,101.085
"PANTELLERITIC RHYOLITE [18206]",130.55923919752,250.316921414072,25.9854592634843,121.479884055327,26.3601772014041,6.02409770789182,24.6,4.0383649789923,28.3380850289483,5.28591760348062,16.6752826740863,2.36030951220214,16.1115830852658,2.19767097179178,8.97,39.9
"PANTELLERITIC RHYOLITE [18206]",131,267.1,31.06,115.3,23.62,2.965,20.83,3.51,21.2,4.252,12,1.83,12.11,1.822,8.35,39.18
"PANTELLERITIC RHYOLITE [17033]",85,190,24,101,23,2.6,21,4,25,5.7,16,2.8,17,2.7,43.1,101.085
"PANTELLERITIC RHYOLITE [18206]",209.8,412,48.59,181.6,37.14,5.569,33.75,5.547,33.26,6.472,18.49,2.769,18.25,2.778,8.35,39.18
"PANTELLERITIC RHYOLITE [17033]",70,179,21,80.8,17.9,2.4,18,3.6,23,4.9,16,2.2,15,2.1,43.1,101.085
"PANTELLERITIC RHYOLITE [14188]",204.73,373.9,37.5,134.27,27.9,3.38,24.57,4.43,24.72,4.97,15.49,2.31,13.96,1.91,36.8039,11.9455
"PANTELLERITIC RHYOLITE [13004]",316,549,57.1,211,41.4,4.89,37.7,6.82,38.8,7.59,23,3.46,20.4,2.93,36.7594,11.9994
"PANTELLERITIC RHYOLITE [18206]",121.790944456027,235.595166943124,23.9900437953207,112.681077662761,24.2212814845487,5.98250351897002,24.3317829004589,3.75081004049864,25.6866636039301,5.03239135785319,15.5765891209636,2.16365579943221,15.02036561308,2.10738291568668,8.97,39.9
"PANTELLERITIC RHYOLITE [22611]",207.8,377.6,40.76,145.8,28.48,4.46,26.42,4.42,26.36,5.46,15.25,2.28,14.57,2.1,36.77172,11.956
"PANTELLERITIC RHYOLITE [18206]",112.030424857864,217.794560563193,22.4576848452554,103.704764743775,22.4083505871987,5.11810578346538,22.1300767015439,3.42130621541417,23.5388530668034,4.54310826058636,14.3283635021221,1.98517648570377,14.3386398844555,1.82737853483492,8.97,39.9
"PANTELLERITIC RHYOLITE [13004]",235,430,47.7,163,34.9,4.81,28.5,5.75,32.2,6.04,18.3,2.75,16.7,2.3,36.7692,11.9936
"PANTELLERITIC RHYOLITE [18206]",115.14,229.37,24.67,109.48,23.19,5.81666666666667,22.5633333333333,3.55333333333333,24.1566666666667,4.78333333333333,13.7433333333333,1.90366666666667,12.54,1.87666666666667,8.97,39.9
"PANTELLERITIC RHYOLITE [17033]",84,178,23,96,22,2.4,21,3.9,25,5.5,16,2.5,16,2.6,43.1,101.085
"PANTELLERITIC RHYOLITE [18206]",132.7,269.2,31.41,118.5,24.26,3.106,21.75,3.646,21.92,4.385,12.32,1.876,12.47,1.889,8.35,39.18
"PANTELLERITIC RHYOLITE [14188]",206.35,383.06,39.09,144.27,30.52,4.06,27.65,4.82,26.86,5.35,16.81,2.47,14.54,1.99,36.8183,12.0036
"PANTELLERITIC RHYOLITE [18206]",104,212.2,24.91,93.12,19.03,2.47,16.61,2.819,16.77,3.305,9.467,1.429,9.418,1.434,8.35,39.18
"PANTELLERITIC RHYOLITE [22406]",236,424,47.6,33,169,0.3,30,4.6,27.3,5.2,13.5,1.8,12.4,1.6,42,128
"PANTELLERITIC RHYOLITE [18206]",129.013333333333,252.586666666667,25.74,109.026666666667,22.8633333333333,3.94666666666667,21.91,3.49333333333333,23.6733333333333,4.77333333333333,13.8066666666667,1.94933333333333,13.59,2.026,8.97,39.9
"PANTELLERITIC RHYOLITE [7625]",103,206,23.6,93,19.4,2.19,16.4,3.05,18,3.8,10.7,1.71,9.5,1.41,7.56,38.55
"PANTELLERITIC RHYOLITE [18206]",126.4,251.5,30.01,114.2,23.21,3.408,20.9,3.407,20.53,4.049,11.59,1.689,11.47,1.712,8.35,39.18
"PANTELLERITIC RHYOLITE [22611]",135.1,244.1,28.12,103.2,20.31,3.46,18.82,3.11,18.28,3.52,10.54,1.46,9.87,1.43,36.83511,11.96942
"PANTELLERITIC RHYOLITE [11849]",217.4,471.68,48.6,171.91,30.76,0.53,38.63,1.72,26.91,5.58,12.97,1.91,13.96,1.96,42,128.07
"IGNIMBRITIC TUFF [5444] / PANTELLERITIC RHYOLITE [7731]",157.2,291.3,32.28,111.4,21.56,3.14,23.3,3.46,19.32,3.98,10.65,1.61,9.96,1.51,36.78,12
"PANTELLERITIC RHYOLITE [7625]",102,220,25.8,104,22.5,4.3,21.9,3.6,23,4.3,12,1.7,11.1,1.6,8.12,39.14
"PANTELLERITIC RHYOLITE [21827]",186,377,47,178,35.4,5.09,32.8,5.8,33.6,6.4,18.1,2.87,18.3,2.59,7,40
"PANTELLERITIC RHYOLITE [13004]",189,359,41.8,137,28.8,4.62,25.6,4.63,27.5,5.43,16.3,2.43,15,2.2,36.7889,12.0389
"PANTELLERITIC RHYOLITE [13004]",252,463,54.4,179,37.1,5.31,33.5,6.24,34,6.62,20.3,2.95,17.8,2.62,36.7825,11.9864
"PANTELLERITIC RHYOLITE [18206]",187.7,377.5,44.01,165.8,34.03,5.037,30.31,4.922,29.79,5.739,16.73,2.474,16.45,2.504,8.35,39.18
